plor_cd,plor_nm
220800,강원 원주시 문막읍
220801,강원 원주시 문막읍 건등1리
220802,강원 원주시 문막읍 건등4리
220803,강원 원주시 문막읍 건등7리
220804,강원 원주시 문막읍 궁촌리
220805,강원 원주시 문막읍 대둔리
220806,강원 원주시 문막읍 문막리
220807,강원 원주시 문막읍 취병리
220809,강원 원주시 문막읍 건등6리 사서함 1
220810,강원 원주시 부론면
220811,강원 원주시 부론면 노림리
220812,강원 원주시 부론면 단강리
220813,강원 원주시 부론면 법천2리
220814,강원 원주시 부론면 법천3리
220820,강원 원주시 지정면
220821,강원 원주시 지정면 가곡리
220822,강원 원주시 지정면 간현리
220823,강원 원주시 지정면 신평리
220824,강원 원주시 지정면 안창리
220830,강원 원주시 소초면
220831,강원 원주시 소초면 교항리
220832,강원 원주시 소초면 둔둔리
220833,강원 원주시 소초면 수암리
220834,강원 원주시 소초면 장양3리
220835,강원 원주시 소초면 평장리
220836,강원 원주시 소초면 흥양리
220838,강원 원주시 반곡동  사서함 87
220839,강원 원주시 소초면 의관리 사서함 323
220840,강원 원주시 흥업면
220841,강원 원주시 흥업면 대안리
220842,강원 원주시 흥업면 매지리
220843,강원 원주시 흥업면 사제리
220844,강원 원주시 흥업면 흥업리
220850,강원 원주시 귀래면
220851,강원 원주시 귀래면 귀래리
220852,강원 원주시 귀래면 용암리
220853,강원 원주시 귀래면 운남리
220860,강원 원주시 신림면
220861,강원 원주시 신림면 구학리
220862,강원 원주시 신림면 금창리
220863,강원 원주시 신림면 성남리
220864,강원 원주시 신림면 송계리
220870,강원 원주시 태장2동  진우아파트 1∼8동
220871,강원 원주시 태장2동  태봉우성2차아파트 201∼205동
220873,강원 원주시 태장2동  정암아파트 1∼5동
220874,강원 원주시 태장2동  상록프라자아파트 1∼7동
220876,강원 원주시 문막읍 동화4리 만도사원아파트 101∼111동
220884,강원 원주시 단계동  봉화산e편한세상아파트 101∼108동
220885,강원 원주시 판부면 서곡리 포스코더샵아파트 101∼110동
220898,강원 원주시 학성동  사서함 133
220899,강원 원주시 가현동  사서함 502
220901,강원 원주시 원동1∼243
220902,강원 원주시 원동244∼310
220903,강원 원주시 중앙동1∼81
220904,강원 원주시 중앙동82∼273
220910,강원 원주시 판부면
220911,강원 원주시 판부면 신촌리
220912,강원 원주시 판부면 서곡리
220913,강원 원주시 판부면 금대리
220920,강원 원주시 호저면
220921,강원 원주시 호저면 고산리
220922,강원 원주시 호저면 광격리
220923,강원 원주시 호저면 대덕리
220924,강원 원주시 호저면 만종리
220925,강원 원주시 호저면 매호리
220926,강원 원주시 호저면 주산리
220930,강원 원주시 개운동1∼202
220931,강원 원주시 개운동203∼420
220932,강원 원주시 개운동421∼577
220933,강원 원주시 관설동1∼600
220934,강원 원주시 관설동601∼1900
220935,강원 원주시 단계동1∼506
220936,강원 원주시 단계동  현대아파트 101∼104동
220937,강원 원주시 단계동508∼805
220938,강원 원주시 단계동807∼878
220939,강원 원주시 단계동879∼1093
220940,강원 원주시 단구동1∼540
220941,강원 원주시 단구동1517
220942,강원 원주시 단구동543∼1000
220943,강원 원주시 단구동1001∼1465
220944,강원 원주시 단구동1466∼1516
220945,강원 원주시 명륜1동1∼152
220947,강원 원주시 명륜1동153∼266
220948,강원 원주시 명륜2동375∼553
220950,강원 원주시 봉산동1∼1000
220951,강원 원주시 봉산동1001∼1104
220952,강원 원주시 우산동1∼129
220953,강원 원주시 우산동1301
220954,강원 원주시 우산동131∼156
220955,강원 원주시 우산동158∼399
220956,강원 원주시 일산동1∼180
220957,강원 원주시 일산동181∼282
220958,강원 원주시 일산동283∼356
220959,강원 원주시 태장2동341∼343
220960,강원 원주시 태장2동350∼619
220961,강원 원주시 태장2동1331∼1334
220962,강원 원주시 태장2동1347∼2712
220963,강원 원주시 학성동1∼213
220964,강원 원주시 학성동214∼310
220965,강원 원주시 단구동1594∼2026
220970,강원 원주시 반곡동  반곡아이파크아파트 101∼119동
220971,강원 원주시 행구동  금강아미움아파트 101∼108동
220972,강원 원주시 반곡동  벽산블루밍아파트 101∼204동
220973,강원 원주시 태장1동  요진보네르카운티2차아파트 101∼107동
220974,강원 원주시 단구동  원주단관중앙하이츠아파트 101∼112동
225000,강원도 횡성군
225700,강원 횡성군 횡성읍  묵계농공단지 
225701,강원 횡성군 횡성읍  횡성군청 
225702,강원 횡성군 횡성읍  금광포란재아파트 
225703,강원 횡성군 우천면  우천농공단지 
225704,강원 횡성군 횡성읍 남산리 송호대학 
225800,강원 횡성군 횡성읍
225801,강원 횡성군 횡성읍 가담리
225802,강원 횡성군 횡성읍 갈풍리
225803,강원 횡성군 횡성읍 개전리
225804,강원 횡성군 횡성읍 마산리
225805,강원 횡성군 횡성읍 북천리
225806,강원 횡성군 횡성읍 생운리
225807,강원 횡성군 횡성읍 읍상리
225808,강원 횡성군 횡성읍 읍하리
225809,강원 횡성군 횡성읍 교항리
225810,강원 횡성군 우천면
225811,강원 횡성군 우천면 두곡리
225812,강원 횡성군 우천면 백달리
225813,강원 횡성군 우천면 산전리
225814,강원 횡성군 우천면 용둔리
225815,강원 횡성군 우천면 정금리
225820,강원 횡성군 안흥면
225821,강원 횡성군 안흥면 상안리
225822,강원 횡성군 안흥면 지구리
225823,강원 횡성군 안흥면 성산리
225824,강원 횡성군 안흥면 안흥2리
225825,강원 횡성군 안흥면 가천리
225830,강원 횡성군 둔내면
225831,강원 횡성군 둔내면 궁종리
225832,강원 횡성군 둔내면 자포곡1리
225833,강원 횡성군 둔내면 마암리
225834,강원 횡성군 둔내면 두원리
225835,강원 횡성군 둔내면 영랑리
225840,강원 횡성군 갑천면
225841,강원 횡성군 갑천면 구방리
225842,강원 횡성군 갑천면 대관대리
225843,강원 횡성군 갑천면 매일리
225844,강원 횡성군 갑천면 율동리
225850,강원 횡성군 청일면
225851,강원 횡성군 청일면 갑천리
225852,강원 횡성군 청일면 고시리
225853,강원 횡성군 청일면 봉명리
225854,강원 횡성군 청일면 초현리
225860,강원 횡성군 서원면
225861,강원 횡성군 서원면 압곡리
225862,강원 횡성군 서원면 석화1리
225863,강원 횡성군 서원면 금대리
225870,강원 횡성군 공근면
225871,강원 횡성군 공근면 가곡리
225872,강원 횡성군 공근면 공근리
225873,강원 횡성군 공근면 덕촌리
225874,강원 횡성군 공근면 신촌리
225880,강원 횡성군 강림면
225881,강원 횡성군 강림면 강림2리
225882,강원 횡성군 강림면 강림1리
225891,강원 횡성군 횡성읍 영영포리
230000,강원도 영월군
230711,강원 영월군 영월읍  삼호아파트 
230712,강원 영월군 영월읍 하송리 주공아파트 1∼11동
230713,강원 영월군 영월읍  영월군청 
230714,강원 영월군 영월읍  세경대학 
230715,강원 영월군 영월읍 하송리 주공아파트 201∼208동
230716,강원 영월군 영월읍 하송리 주공아파트 301∼406동
230800,강원 영월군 영월읍
230801,강원 영월군 영월읍 영흥10리
230802,강원 영월군 영월읍 덕포리
230803,강원 영월군 영월읍 영흥2리
230804,강원 영월군 영월읍 영흥3리
230805,강원 영월군 영월읍 영흥4리
230806,강원 영월군 영월읍 영흥12리
230807,강원 영월군 영월읍 영흥13리
230808,강원 영월군 영월읍 영흥15리
230809,강원 영월군 영월읍 연하리
230810,강원 영월군 중동면
230811,강원 영월군 중동면 녹전3리
230812,강원 영월군 중동면 녹전1리
230820,강원 영월군 하동면
230821,강원 영월군 하동면 각동리
230822,강원 영월군 하동면 옥동리
230823,강원 영월군 하동면 예밀리
230824,강원 영월군 하동면 내리
230830,강원 영월군 남면
230831,강원 영월군 남면 광천리
230832,강원 영월군 남면 북쌍리
230833,강원 영월군 남면 연당5리
230834,강원 영월군 남면 토교리
230835,강원 영월군 서면 쌍용1리
230836,강원 영월군 서면 쌍용5리
230837,강원 영월군 서면 후탄리
230838,강원 영월군 남면 연당1리
230839,강원 영월군 남면 연당4리
230840,강원 영월군 서면
230841,강원 영월군 서면 광전리
230842,강원 영월군 서면 신천리
230843,강원 영월군 서면 쌍용4리
230844,강원 영월군 서면 쌍용8리
230845,강원 영월군 서면 후탄리
230850,강원 영월군 주천면
230851,강원 영월군 주천면 금마1리
230852,강원 영월군 주천면 금마2리
230853,강원 영월군 주천면 도천리
230854,강원 영월군 주천면 주천리
230855,강원 영월군 주천면 판운리
230860,강원 영월군 수주면
230861,강원 영월군 수주면 도원리
230862,강원 영월군 수주면 무릉리
230863,강원 영월군 수주면 운학리
230870,강원 영월군 북면
230871,강원 영월군 북면 공기리
230872,강원 영월군 북면 마차리
230873,강원 영월군 북면 마차9리
230874,강원 영월군 북면 문곡리
230880,강원 영월군 영월읍 하송1리
230881,강원 영월군 영월읍 하송4리
230882,강원 영월군 영월읍 하송5리
230883,강원 영월군 영월읍 하송10리
230884,강원 영월군 영월읍 팔괴리
230885,강원 영월군 영월읍 흥월리
230886,강원 영월군 영월읍 정양리
230887,강원 영월군 영월읍 방절리
230888,강원 영월군 영월읍 삼옥리
230889,강원 영월군 영월읍 문산리
230890,강원 영월군 영월읍 거운리
230900,강원 영월군 상동읍
230901,강원 영월군 상동읍 구래리
230902,강원 영월군 상동읍 내덕1리
230903,강원 영월군 상동읍 내덕3리
232000,강원도 평창군
232700,강원 평창군 평창읍 하리 평창군청 
232711,강원 평창군 봉평면  보광휘닉스파크 
232800,강원 평창군 평창읍
232801,강원 평창군 평창읍 뇌운리
232802,강원 평창군 평창읍 고길리
232803,강원 평창군 평창읍 계장리
232804,강원 평창군 평창읍 대상리
232805,강원 평창군 평창읍 약수리
232806,강원 평창군 평창읍 중리
232807,강원 평창군 평창읍 하4리
232808,강원 평창군 평창읍 하1리
232809,강원 평창군 평창읍 종부리
232810,강원 평창군 방림면
232811,강원 평창군 방림면 계촌1리
232812,강원 평창군 방림면 계촌2리
232813,강원 평창군 방림면 계촌6리
232814,강원 평창군 방림면 방림4리
232815,강원 평창군 방림면 운교리
232816,강원 평창군 방림면 방림1리
232817,강원 평창군 방림면 방림2리
232820,강원 평창군 미탄면
232821,강원 평창군 미탄면 기화리
232822,강원 평창군 미탄면 창리
232823,강원 평창군 미탄면 회동2리
232824,강원 평창군 미탄면 백운리
232825,강원 평창군 미탄면 율치리
232910,강원 평창군 대화면
232911,강원 평창군 대화면 개수리
232912,강원 평창군 대화면 대화1리
232913,강원 평창군 대화면 대화10리
232914,강원 평창군 대화면 상안미리
232915,강원 평창군 대화면 하안미1리
232916,강원 평창군 대화면 신리
232917,강원 평창군 대화면 대화11리
232918,강원 평창군 대화면 하안미4리
232920,강원 평창군 봉평면
232921,강원 평창군 봉평면 덕거리
232922,강원 평창군 봉평면 면온리
232923,강원 평창군 봉평면 무이리
232924,강원 평창군 봉평면 유포리
232925,강원 평창군 봉평면 창동리
232930,강원 평창군 용평면
232931,강원 평창군 용평면 속사리
232932,강원 평창군 용평면 도사리
232933,강원 평창군 용평면 장평리
232934,강원 평창군 용평면 재산리
232935,강원 평창군 용평면 이목정리
232936,강원 평창군 용평면 노동리
232937,강원 평창군 용평면 백옥포리
232940,강원 평창군 진부면
232941,강원 평창군 진부면 간평리
232942,강원 평창군 진부면 거문리
232943,강원 평창군 진부면 두일리
232944,강원 평창군 진부면 마평리
232945,강원 평창군 진부면 막동리
232946,강원 평창군 진부면 봉산리
232947,강원 평창군 진부면 상진부리
232948,강원 평창군 진부면 하진부1리
232949,강원 평창군 진부면 하진부5리
232950,강원 평창군 대관령면
232951,강원 평창군 대관령면 수하리
232952,강원 평창군 대관령면 용산리
232953,강원 평창군 대관령면 병내리
232954,강원 평창군 대관령면 횡계10리
232955,강원 평창군 대관령면 횡계12리
232956,강원 평창군 대관령면 차항2리
233000,강원도 정선군
233701,강원 정선군 정선읍  정선군청 
233703,강원 정선군 사북읍 사북2리 선명소라파크아파트 1∼6동
233800,강원 정선군 정선읍
233801,강원 정선군 정선읍 가수리
233802,강원 정선군 정선읍 광하2리
233803,강원 정선군 정선읍 신월2리
233804,강원 정선군 정선읍 봉양1리
233805,강원 정선군 정선읍 봉양4리
233806,강원 정선군 정선읍 봉양5리
233807,강원 정선군 정선읍 북실리
233808,강원 정선군 정선읍 덕우리
233809,강원 정선군 정선읍 덕송리
233810,강원 정선군 고한읍
233811,강원 정선군 고한읍 고한1리
233812,강원 정선군 고한읍 고한12리
233813,강원 정선군 고한읍 고한16리
233814,강원 정선군 고한읍 고한19리
233815,강원 정선군 고한읍 고한10리
233816,강원 정선군 고한읍 고한2리
233817,강원 정선군 고한읍 고한7리
233820,강원 정선군 신동읍
233821,강원 정선군 신동읍 고성리
233822,강원 정선군 신동읍 가사리
233823,강원 정선군 신동읍 방제리
233824,강원 정선군 신동읍 운치3리
233825,강원 정선군 신동읍 방제2리
233826,강원 정선군 신동읍 조동3리
233827,강원 정선군 신동읍 방제1리
233828,강원 정선군 신동읍 천포리
233829,강원 영월군 중동면 석항리
233830,강원 정선군 남면
233831,강원 정선군 남면 광덕리
233832,강원 정선군 남면 문곡1리
233833,강원 정선군 남면 무릉1리
233834,강원 정선군 남면 무릉3리
233835,강원 정선군 남면 문곡리
233836,강원 정선군 남면 무릉5리
233840,강원 정선군 북면
233841,강원 정선군 북면 고양리
233842,강원 정선군 북면 구절리
233843,강원 정선군 북면 남곡리
233844,강원 정선군 북면 봉정리
233845,강원 정선군 북면 여량1리
233846,강원 정선군 북면 여량4리
233847,강원 정선군 북면 유천2리
233848,강원 정선군 북면 유천1리
233850,강원 정선군 북평면
233851,강원 정선군 북평면 나전리
233852,강원 정선군 북평면 남평리
233853,강원 정선군 북평면 북평2리
233860,강원 정선군 동면
233861,강원 정선군 동면 몰운리
233862,강원 정선군 동면 백전리
233863,강원 정선군 동면 석곡리
233864,강원 정선군 동면 몰운1리
233865,강원 정선군 동면 몰운2리
233866,강원 정선군 동면 건천리
233870,강원 정선군 임계면
233871,강원 정선군 임계면 가목리
233872,강원 정선군 임계면 송계2리
233873,강원 정선군 임계면 고양리
233874,강원 정선군 임계면 골지리
233875,강원 정선군 임계면 낙천리
233876,강원 정선군 임계면 임계1리
233877,강원 정선군 임계면 임계2리
233878,강원 정선군 임계면 봉산3리
233879,강원 정선군 임계면 송계1리
233900,강원 정선군 사북읍
233901,강원 정선군 사북읍 사북리
233902,강원 정선군 사북읍 사북5리
233903,강원 정선군 사북읍 사북4리
233904,강원 정선군 사북읍 사북12리
233905,강원 정선군 사북읍 직전리
233906,강원 정선군 사북읍 사북2리
233907,강원 정선군 사북읍 사북10리
233908,강원 정선군 사북읍 사북11리
233909,강원 정선군 사북읍 사북3리
235000,강원도 태백시
235010,강원 태백시 황지동
235011,강원 태백시 황지동  태백우체국 
235012,강원 태백시 황지2동
235013,강원 태백시 황지3동
235019,강원 태백시 상장동
235020,강원 태백시 화전동
235021,강원 태백시 화전1동
235022,강원 태백시 화전2동
235030,강원 태백시 소도동
235040,강원 태백시 혈동
235050,강원 태백시 통동
235060,강원 태백시 적각동
235070,강원 태백시 창죽동
235100,강원 태백시 장성동
235101,강원 태백시 장성1동
235102,강원 태백시 장성2동
235103,강원 태백시 장성3동
235110,강원 태백시 금천동
235120,강원 태백시 문곡동
235200,강원 태백시 철암동
235201,강원 태백시 철암1동
235202,강원 태백시 철암2동
235210,강원 태백시 동점동
235220,강원 태백시 백산동
235230,강원 태백시 원동
235240,강원 태백시 상사미동
235250,강원 태백시 하사미동
235260,강원 태백시 조탄동
235270,강원 태백시 삼수동
235280,강원 태백시 황연동
235290,강원 태백시 구문소동
235600,강원 태백시 태백우체국사서함
235701,강원 태백시 상장동  태백시청 
235702,강원 태백시 장성동  태백경찰서 
235703,강원 태백시 장성동  태백중앙병원 
235704,강원 태백시 장성동  대한석탄공사 
235705,강원 태백시 화전동  태백운전면허시험장 
235706,강원 태백시 황지동  근로복지공단태백지사 
235707,강원 태백시 황지동  국민건강보험공단태백지사 
235708,강원 태백시 황지동  서울지방노동청태백지청 
235711,강원 태백시 황지동  강원관광대학 
235712,강원 태백시 상장동  주공아파트 101∼109동
235713,강원 태백시 상장동  주공아파트 201∼214동
235714,강원 태백시 상장동  현대아파트 
235715,강원 태백시 상장동  유진아파트 
235716,강원 태백시 상장동  유진2차아파트 
235717,강원 태백시 장성동  문화아파트 
235718,강원 태백시 철암동  상철암아파트 
235719,강원 태백시 상장동  청솔아파트 
235800,강원 태백시 황지동1∼250
235801,강원 태백시 황지동251∼340
235802,강원 태백시 황지동341∼500
235803,강원 태백시 황지동501∼673
235900,강원 삼척시 도계읍
235901,강원 삼척시 도계읍 하고사리
235902,강원 삼척시 도계읍 신리
235903,강원 삼척시 도계읍 심포리
235904,강원 삼척시 도계읍 마교리
235905,강원 삼척시 도계읍 도계3리
235906,강원 삼척시 도계읍 도계5리
235907,강원 삼척시 도계읍 황조리
235908,강원 삼척시 도계읍 전두3리
235909,강원 삼척시 도계읍 흥전4리
235910,강원 삼척시 하장면
235911,강원 삼척시 하장면 토산리
235912,강원 삼척시 하장면 장전리
235913,강원 삼척시 하장면 한소리
235914,강원 삼척시 하장면 추동리
235920,강원 삼척시 신기면
235921,강원 삼척시 신기면 안의리
240000,강원도 동해시
240010,강원 동해시 천곡동
240020,강원 동해시 평릉동
240030,강원 동해시 부곡동
240041,강원 동해시 발한동
240042,강원 동해시 사문동
240043,강원 동해시 동호동
240044,강원 동해시 향로동
240050,강원 동해시 묵호진동
240060,강원 동해시 어달동
240070,강원 동해시 대진동
240080,강원 동해시 망상동
240090,강원 동해시 심곡동
240100,강원 동해시 초구동
240110,강원 동해시 괴란동
240120,강원 동해시 만우동
240130,강원 동해시 송정동
240140,강원 동해시 용정동
240150,강원 동해시 지흥동
240160,강원 동해시 효가동
240170,강원 동해시 나안동
240180,강원 동해시 동회동
240190,강원 동해시 쇄운동
240200,강원 동해시 북평동
240210,강원 동해시 구미동
240220,강원 동해시 추암동
240230,강원 동해시 구호동
240240,강원 동해시 대구동
240250,강원 동해시 호현동
240260,강원 동해시 내동
240270,강원 동해시 단봉동
240280,강원 동해시 지가동
240290,강원 동해시 이도동
240300,강원 동해시 귀운동
240310,강원 동해시 신흥동
240320,강원 동해시 비천동
240330,강원 동해시 달방동
240340,강원 동해시 이로동
240350,강원 동해시 삼화동
240360,강원 동해시 이기동
240600,강원 동해시 동해우체국사서함
240701,강원 동해시 천곡동  동해시청 
240702,강원 동해시 천곡동  동해경찰서 
240711,강원 동해시 평릉동  동인병원 
240712,강원 동해시 삼화동  쌍용양회동해공장 
240713,강원 동해시 지흥동  한중대학교 
240714,강원 동해시 평릉동  산재의료관리원동해병원 
240715,강원 동해시 천곡동  흥국생명빌딩 
240716,강원 동해시 송정동  동해지방해양항만청 
240717,강원 동해시 북평동  동해화력발전처 
240718,강원 동해시 쇄운동  부영아파트 
240719,강원 동해시 동회동  대동아파트 
240722,강원 동해시 천곡동  주공1차아파트 1∼310동
240725,강원 동해시 천곡동  주공4차아파트 401∼419동
240726,강원 동해시 천곡동  주공5차아파트 501∼507동
240727,강원 동해시 천곡동  롯데아파트 
240729,강원 동해시 구미동  주공아파트 1∼205동
240733,강원 동해시 동호동  경민아파트 
240734,강원 동해시 천곡동  한양아파트 
240735,강원 동해시 천곡동  센트로빌아파트 
240736,강원 동해시 천곡동  주공6차아파트 601∼606동
240799,강원 동해시 송정동 604-21~604-25 사서함
240800,강원 동해시 동호동498∼522
240801,강원 동해시 동호동129∼139
240802,강원 동해시 발한동239∼261
240803,강원 동해시 발한동300∼310
240804,강원 동해시 발한동1∼127
240805,강원 동해시 송정동849
240806,강원 동해시 송정동1∼848
240807,강원 동해시 천곡동1∼306
240808,강원 동해시 천곡동307∼420
240809,강원 동해시 천곡동1044∼1073
240810,강원 동해시 천곡동1074∼1200
240811,강원 동해시 천곡동791∼794
240812,강원 동해시 천곡동826∼994
240813,강원 동해시 부곡동144∼155
240814,강원 동해시 부곡동105∼123
240815,강원 동해시 부곡동1∼7
240816,강원 동해시 묵호진동1∼14
240817,강원 동해시 묵호진동15
240818,강원 동해시 묵호진동40∼41
240899,강원 동해시 송정동  사서함 604
245000,강원도 삼척시
245010,강원 삼척시 남양동
245020,강원 삼척시 읍상동
245030,강원 삼척시 읍중동
245040,강원 삼척시 성북동
245050,강원 삼척시 성내동
245060,강원 삼척시 성남동
245070,강원 삼척시 당저동
245080,강원 삼척시 교동
245090,강원 삼척시 갈천동
245100,강원 삼척시 증산동
245110,강원 삼척시 우지동
245120,강원 삼척시 마달동
245130,강원 삼척시 정상동
245140,강원 삼척시 정하동
245150,강원 삼척시 사직동
245160,강원 삼척시 오분동
245170,강원 삼척시 조비동
245180,강원 삼척시 적노동
245190,강원 삼척시 등봉동
245200,강원 삼척시 도경동
245210,강원 삼척시 마평동
245220,강원 삼척시 오사동
245230,강원 삼척시 근산동
245240,강원 삼척시 건지동
245250,강원 삼척시 원당동
245260,강원 삼척시 자원동
245270,강원 삼척시 평전동
245600,강원 삼척시 삼척우체국사서함
245701,강원 삼척시 교동  삼척시청 
245703,강원 삼척시 정상동  삼척경찰서 
245711,강원 삼척시 교동  강원대학교삼척캠퍼스 
245712,강원 삼척시 갈천동  삼척문화방송 
245713,강원 삼척시 사직동  동양시멘트 
245714,강원 삼척시 교동  동부아파트 
245715,강원 삼척시 교동  신동아아파트 
245716,강원 삼척시 정상동  경림아파트 
245717,강원 삼척시 정상동  석미아파트 
245718,강원 삼척시 정상동  청솔아파트 
245719,강원 삼척시 정상동  강부3차아파트 101∼103동
245720,강원 삼척시 정상동  유성아파트 101∼105동
245721,강원 삼척시 교동  청솔2차아파트 201∼204동
245722,강원 삼척시 남양동  중앙시장 
245723,강원 삼척시 정상동  현진에버빌아파트 101∼108동
245724,강원 삼척시 교동  코아루아파트 301∼309동
245725,강원 삼척시 교동  강부2차아파트 101∼103동
245726,강원 삼척시 원당동  현대아파트 101∼104동
245727,강원 삼척시 원당동  주공아파트 101∼109동
245728,강원 삼척시 원당동  한양아파트 101∼105동
245781,강원 삼척시 도계읍  달전경동아파트 
245782,강원 삼척시 도계읍  협동아파트 
245783,강원 삼척시 도계읍  새마을아파트 
245799,강원 동해시 단봉동 73-2~73-11 사서함
245800,강원 삼척시 원덕읍
245801,강원 삼척시 원덕읍 옥원3리
245802,강원 삼척시 원덕읍 기곡리
245803,강원 삼척시 원덕읍 월천리
245804,강원 삼척시 원덕읍 갈남리
245805,강원 삼척시 원덕읍 이천리
245810,강원 삼척시 가곡면
245811,강원 삼척시 가곡면 동활리
245812,강원 삼척시 가곡면 오목리
245813,강원 삼척시 가곡면 탕곡리
245820,강원 삼척시 미로면
245821,강원 삼척시 미로면 고천리
245822,강원 삼척시 미로면 동산리
245823,강원 삼척시 미로면 상거노리
245825,강원 삼척시 미로면 하거노1리
245826,강원 삼척시 미로면 하거노2리
245830,강원 삼척시 근덕면
245831,강원 삼척시 근덕면 광태리
245832,강원 삼척시 근덕면 교가리
245833,강원 삼척시 근덕면 금계리
245834,강원 삼척시 근덕면 동막리
245835,강원 삼척시 노곡면 상마읍리
245836,강원 삼척시 근덕면 용화리
245837,강원 삼척시 노곡면 우발리
245838,강원 삼척시 근덕면 동막1리
245839,강원 삼척시 근덕면 동막3리
245840,강원 삼척시 노곡면
245841,강원 삼척시 노곡면 개산리
245842,강원 삼척시 노곡면 고자리
245899,강원 동해시 단봉동  사서함 73
245900,강원 삼척시 도계읍
245901,강원 삼척시 도계읍 고사리
245902,강원 삼척시 도계읍 구사리
245903,강원 삼척시 도계읍 나한정
245904,강원 삼척시 도계읍 늑구리
245905,강원 삼척시 도계읍 도계1리
245906,강원 삼척시 도계읍 도계4리
245907,강원 삼척시 도계읍 상덕리
245908,강원 삼척시 도계읍 전두리
245909,강원 삼척시 도계읍 흥전리
245910,강원 삼척시 하장면
245911,강원 삼척시 하장면 갈전리
245912,강원 삼척시 하장면 광동리
245913,강원 삼척시 하장면 대전리
245914,강원 삼척시 하장면 둔전리
245920,강원 삼척시 신기면
245921,강원 삼척시 신기면 고무능리
245922,강원 삼척시 신기면 마차리
245930,강원 삼척시 교동1∼499
245931,강원 삼척시 교동500∼591
245932,강원 삼척시 교동 산253
245933,강원 삼척시 교동593∼726
245934,강원 삼척시 남양동1∼4
245935,강원 삼척시 남양동5∼32
245936,강원 삼척시 남양동33∼100
245937,강원 삼척시 남양동101∼149
245938,강원 삼척시 남양동150∼425
245939,강원 삼척시 당저동1∼159
245940,강원 삼척시 당저동160∼180
245941,강원 삼척시 성내동1∼24
245942,강원 삼척시 성내동25∼124
245943,강원 삼척시 원당동1∼116
245944,강원 삼척시 원당동117
245945,강원 삼척시 정상동1∼69
245946,강원 삼척시 정상동70∼455
250000,강원도 홍천군
250701,강원 홍천군 홍천읍 갈마곡리 주공아파트 101∼110동
250702,강원 홍천군 홍천읍 갈마곡리 주공아파트 201∼206동
250703,강원 홍천군 홍천읍  현대아파트 
250704,강원 홍천군 홍천읍  청솔아파트 
250711,강원 홍천군 북방면 하화계리 주하이트맥주 
250721,강원 홍천군 홍천읍  홍천군청 
250751,강원 홍천군 서면  주대명레저산업 
250800,강원 홍천군 홍천읍
250801,강원 홍천군 홍천읍 갈마곡리
250802,강원 홍천군 홍천읍 결운리
250803,강원 홍천군 홍천읍 삼마치리
250804,강원 홍천군 홍천읍 상오안리
250805,강원 홍천군 홍천읍 신장대리
250806,강원 홍천군 홍천읍 연봉4리
250807,강원 홍천군 홍천읍 연봉7리
250808,강원 홍천군 홍천읍 진리
250809,강원 홍천군 홍천읍 희망리
250810,강원 홍천군 화촌면
250811,강원 홍천군 화촌면 구성포리
250812,강원 홍천군 화촌면 군업리
250813,강원 홍천군 화촌면 굴운리
250814,강원 홍천군 화촌면 내삼포리
250815,강원 홍천군 화촌면 성산리
250816,강원 홍천군 화촌면 야시대리
250819,강원 인제군 남면 신남리 사서함 81
250820,강원 홍천군 두촌면
250821,강원 홍천군 두촌면 자은리
250822,강원 홍천군 두촌면 철정리
250823,강원 홍천군 두촌면 원동리
250824,강원 홍천군 두촌면 괘석리
250826,강원 춘천시 북산면 물노리
250830,강원 홍천군 서석면
250831,강원 홍천군 서석면 검산리
250832,강원 홍천군 서석면 상군두리
250833,강원 홍천군 서석면 수하리
250834,강원 홍천군 서석면 청량리
250835,강원 홍천군 서석면 풍암리
250840,강원 홍천군 내면
250841,강원 홍천군 내면 광원리
250842,강원 홍천군 내면 명개리
250843,강원 홍천군 내면 방내리
250844,강원 홍천군 내면 율전리
250845,강원 홍천군 내면 자운리
250846,강원 홍천군 내면 창촌리
250850,강원 홍천군 서면
250851,강원 홍천군 서면 개야리
250852,강원 홍천군 서면 굴업리
250853,강원 홍천군 서면 길곡리
250854,강원 홍천군 서면 반곡리
250855,강원 홍천군 서면 마곡리
250856,강원 홍천군 서면 어유포리
250857,강원 춘천시 남면 한덕리
250858,강원 춘천시 남산면 산수리
250860,강원 홍천군 내촌면
250861,강원 홍천군 내촌면 광암리
250862,강원 홍천군 내촌면 답풍리
250863,강원 홍천군 내촌면 문현리
250864,강원 홍천군 내촌면 물걸리
250870,강원 홍천군 남면
250871,강원 홍천군 남면 남노일리
250872,강원 홍천군 남면 시동1리
250873,강원 홍천군 남면 시동3리
250874,강원 홍천군 남면 신대1리
250875,강원 홍천군 남면 양덕원1리
250880,강원 홍천군 북방면
250881,강원 홍천군 북방면 굴지리
250882,강원 홍천군 북방면 구만리
250883,강원 홍천군 북방면 능평리
250884,강원 홍천군 북방면 북방리
250885,강원 홍천군 북방면 상화계리
250889,강원 홍천군 남면 시동2리 사서함 101
250890,강원 홍천군 동면
250891,강원 홍천군 동면 개운리
250892,강원 홍천군 동면 노천리
250893,강원 홍천군 동면 속초리
250894,강원 홍천군 동면 방량리
250895,강원 홍천군 동면 덕치리
250901,강원 홍천군 홍천읍 희망1리
250902,강원 홍천군 홍천읍 희망2리
250903,강원 홍천군 홍천읍 희망3리
