plor_cd,plor_nm
423724.0,경기 광명시 철산2동  주공아파트 901∼915동
423725.0,경기 광명시 철산2동  주공아파트 1001∼1017동
423726.0,경기 광명시 철산2동  주공아파트 1101∼1114동
423727.0,경기 광명시 철산3동  광명등기소 
423728.0,경기 광명시 철산3동  광명세무서 
423729.0,경기 광명시 철산3동  광명시법원 
423730.0,경기 광명시 철산3동  국민건강보험공단광명지사 
423731.0,경기 광명시 철산3동  대신증권 
423732.0,경기 광명시 철산3동  주공아파트 201∼221동
423733.0,경기 광명시 철산3동  주공아파트 301∼338동
423734.0,경기 광명시 철산3동  주공아파트 401∼415동
423735.0,경기 광명시 철산3동  주공아파트 701∼723동
423736.0,경기 광명시 철산3동  주공아파트 1201∼1219동
423737.0,경기 광명시 철산3동  주공아파트 1301∼1324동
423738.0,경기 광명시 철산3동  쌍마한신아파트 
423739.0,경기 광명시 철산3동  한신아파트 
423740.0,경기 광명시 철산3동  세이브존 
423741.0,경기 광명시 철산4동  도덕파크타운 
423742.0,경기 광명시 철산4동  광명푸르지오아파트 101∼107동
423743.0,경기 광명시 철산4동  브라운스톤아파트 101∼207동
423744.0,경기 광명시 하안1동  근로자복지아파트 
423745.0,경기 광명시 하안1동  남서울자동차유통 
423746.0,경기 광명시 하안1동  하안본주공1단지아파트 101∼157동
423747.0,경기 광명시 하안1동  하안본주공2단지아파트 222∼245동
423748.0,경기 광명시 하안1동  하안본주공5단지아파트 501∼518동
423749.0,경기 광명시 하안1동  하안현대아파트 
423750.0,경기 광명시 하안2동  하안주공1단지아파트 101∼113동
423751.0,경기 광명시 하안2동  하안주공2단지아파트 201∼207동
423752.0,경기 광명시 하안2동  하안주공3단지아파트 301∼313동
423753.0,경기 광명시 하안2동  하안주공4단지아파트 401∼411동
423754.0,경기 광명시 하안3동  광명시범공단공장형아파트 
423755.0,경기 광명시 하안3동  하안주공6단지아파트 601∼607동
423756.0,경기 광명시 하안3동  하안주공7단지아파트 701∼711동
423757.0,경기 광명시 하안3동  하안주공8단지아파트 801∼821동
423758.0,경기 광명시 하안3동  하안주공12단지아파트 1201∼1224동
423759.0,경기 광명시 하안3동  하안주공13단지아파트 1301∼1313동
423760.0,경기 광명시 하안4동  진성고등학교 
423761.0,경기 광명시 하안4동  하안주공9단지아파트 901∼915동
423762.0,경기 광명시 하안4동  하안주공10단지아파트 1001∼1017동
423763.0,경기 광명시 하안4동  하안주공11단지아파트 1101∼1106동
423764.0,경기 광명시 광명6동  광명경륜장 
423765.0,경기 광명시 광명7동  신원아파트 
423766.0,경기 광명시 소하1동  동양아파트 101∼211동
423767.0,경기 광명시 철산1동  리버빌주공아파트 
423768.0,경기 광명시 철산3동  보보스텔 
423769.0,경기 광명시 광명6동  극동메모리스아파트 
423770.0,경기 광명시 철산3동  삼성빌딩 
423771.0,경기 광명시 철산3동  성림빌딩 
423772.0,경기 광명시 철산3동  신안빌딩 
423773.0,경기 광명시 광명6동  영화아이닉스아파트 101∼103동
423774.0,경기 광명시 광명5동  현진에버빌아파트 101∼107동
423775.0,경기 광명시 철산1동  두산위브아파트 101∼115동
423776.0,경기 광명시 광명5동  월드메르디앙아파트 101∼106동
423782.0,경기 광명시 광명7동  팰리스필2차아파트 101∼103동
423800.0,경기 광명시 광명1동1∼17
423801.0,경기 광명시 광명1동18∼21
423802.0,경기 광명시 광명3동126∼141
423803.0,경기 광명시 광명2동40
423804.0,경기 광명시 광명7동297∼306
423805.0,경기 광명시 광명4동42∼43
423806.0,경기 광명시 광명2동78∼125
423807.0,경기 광명시 광명3동149∼157
423808.0,경기 광명시 광명3동142∼148
423809.0,경기 광명시 광명5동162∼169
423810.0,경기 광명시 광명5동170∼236
423811.0,경기 광명시 광명6동237∼239
423812.0,경기 광명시 광명5동263∼292
423813.0,경기 광명시 광명7동293
423814.0,경기 광명시 광명6동320∼339
423815.0,경기 광명시 광명7동307∼319
423816.0,경기 광명시 광명6동340∼341
423817.0,경기 광명시 광명6동352∼373
423818.0,경기 광명시 광명6동412∼419
423819.0,경기 광명시 광명7동420∼678
423820.0,경기 광명시 광명7동산170∼173
423821.0,경기 광명시 소하1동1∼94
423822.0,경기 광명시 소하1동95∼293
423823.0,경기 광명시 소하2동294∼420
423824.0,경기 광명시 소하1동500∼780
423825.0,경기 광명시 소하2동1087∼1110
423826.0,경기 광명시 소하2동1235∼1270
423827.0,경기 광명시 소하2동1111∼1138
423828.0,경기 광명시 소하2동1061∼1086
423829.0,경기 광명시 철산1동1∼57
423830.0,경기 광명시 철산1동58∼63
423831.0,경기 광명시 철산2동131∼206
423832.0,경기 광명시 철산2동79∼130
423833.0,경기 광명시 철산2동207
423834.0,경기 광명시 철산3동223∼236
423835.0,경기 광명시 철산3동237∼243
423836.0,경기 광명시 철산3동244∼260
423837.0,경기 광명시 철산3동261∼372
423838.0,경기 광명시 철산3동373∼379
423839.0,경기 광명시 철산3동473∼487
423840.0,경기 광명시 철산4동464∼472
423841.0,경기 광명시 철산3동521
423842.0,경기 광명시 철산3동549∼555
423843.0,경기 광명시 철산4동509
423844.0,경기 광명시 하안1동1∼9
423845.0,경기 광명시 하안4동10∼32
423846.0,경기 광명시 하안4동33
423847.0,경기 광명시 하안2동34
423848.0,경기 광명시 하안3동35∼37
423849.0,경기 광명시 하안3동53∼62
423850.0,경기 광명시 하안3동110
423851.0,경기 광명시 하안1동171∼199
423852.0,경기 광명시 하안3동200
423853.0,경기 광명시 하안3동295∼296
423854.0,경기 광명시 하안1동684∼740
423855.0,경기 광명시 하안2동681∼683
423856.0,경기 광명시 하안1동764∼771
423857.0,경기 광명시 하안1동산19
423858.0,경기 광명시 광명4동158235∼1600
423859.0,경기 광명시 광명7동산40∼70
423860.0,경기 광명시 소하1동1272
423881.0,경기 광명시 광명6동683∼686
423890.0,경기 광명시 철산1동116∼123
425000.0,경기도 안산시
425001.0,경기 안산시 단원구
425020.0,경기 안산시 단원구 고잔동
425021.0,경기 안산시 단원구 고잔1동
425022.0,경기 안산시 단원구 고잔2동
425030.0,경기 안산시 단원구 와동
425040.0,경기 안산시 성포동
425050.0,경기 안산시 양상동
425060.0,경기 안산시 부곡동
425070.0,경기 안산시 월피동
425080.0,경기 안산시 단원구 초지동
425090.0,경기 안산시 단원구 원시동
425099.0,경기 안산시 상록구
425100.0,경기 안산시 단원구 목내동
425110.0,경기 안산시 단원구 성곡동
425120.0,경기 안산시 단원구 신길동
425130.0,경기 안산시 단원구 원곡동
425131.0,경기 안산시 단원구 원곡1동
425132.0,경기 안산시 단원구 원곡2동
425140.0,경기 안산시 단원구 선부동
425141.0,경기 안산시 단원구 선부1동
425142.0,경기 안산시 단원구 선부2동
425143.0,경기 안산시 단원구 선부3동
425150.0,경기 안산시 일동
425160.0,경기 안산시 이동
425170.0,경기 안산시 사동
425171.0,경기 안산시 사1동
425172.0,경기 안산시 사2동
425180.0,경기 안산시 본오동
425181.0,경기 안산시 본오1동
425182.0,경기 안산시 본오2동
425183.0,경기 안산시 본오3동
425190.0,경기 안산시 팔곡이동
425200.0,경기 안산시 팔곡일동
425210.0,경기 안산시 건건동
425220.0,경기 안산시 사사동
425310.0,경기 안산시 단원구 선감동
425320.0,경기 안산시 단원구 대부동동
425330.0,경기 안산시 단원구 대부북동
425340.0,경기 안산시 단원구 대부남동
425350.0,경기 안산시 단원구 풍도동
425400.0,경기 안산시 수암동
425410.0,경기 안산시 장상동
425420.0,경기 안산시 장하동
425430.0,경기 안산시 단원구 화정동
425600.0,경기 안산시 단원구 안산우체국사서함
425701.0,경기 안산시 일동 안산1대학
425702.0,경기 안산시 단원구 고잔2동  안산시청 
425703.0,경기 안산시 단원구 고잔1동  안산단원경찰서 
425704.0,경기 안산시 단원구 고잔1동  안산세무서 
425705.0,경기 안산시 단원구 고잔1동  수도권대기환경청 
425706.0,경기 안산시 단원구 고잔1동  경기지방노동청안산지청 
425707.0,경기 안산시 단원구 고잔1동  고려대학병원 
425708.0,경기 안산시 단원구 고잔1동  교보빌딩 
425709.0,경기 안산시 단원구 고잔1동  대보빌딩 
425710.0,경기 안산시 단원구 고잔동  수원지방법원안산지원 
425711.0,경기 안산시 단원구 고잔1동  자유센터빌딩 
425712.0,경기 안산시 단원구 고잔1동  KT안산지사 
425713.0,경기 안산시 단원구 고잔2동  동서코아 
425714.0,경기 안산시 단원구 고잔2동  삼성생명빌딩 
425715.0,경기 안산시 단원구 고잔2동  신원빌딩 
425716.0,경기 안산시 단원구 고잔2동  안산종합상가 
425717.0,경기 안산시 단원구 고잔2동  엘지케피탈 
425718.0,경기 안산시 단원구 고잔2동  영풍빌딩 
425719.0,경기 안산시 단원구 고잔2동  월드코아빌딩 
425720.0,경기 안산시 단원구 고잔2동  주공1단지아파트 1∼22동
425721.0,경기 안산시 단원구 고잔2동  주공2단지아파트 201∼222동
425722.0,경기 안산시 단원구 고잔2동  주공5단지아파트 501∼537동
425723.0,경기 안산시 단원구 고잔2동  주공6단지아파트 601∼617동
425724.0,경기 안산시 단원구 고잔2동  주공7단지아파트 701∼714동
425725.0,경기 안산시 단원구 고잔2동  주공8단지아파트 801∼810동
425726.0,경기 안산시 단원구 고잔2동  주공9단지아파트 901∼912동
425727.0,경기 안산시 단원구 고잔2동  중앙오피스텔 
425728.0,경기 안산시 단원구 고잔2동  2001아울렛 
425729.0,경기 안산시 단원구 고잔동  수원지방검찰청안산지청 
425730.0,경기 안산시 본오2동 한양아파트
425731.0,경기 안산시 본오3동 신안2차아파트  201 210동
425732.0,경기 안산시 본오3동 우성아파트
425733.0,경기 안산시 본오3동 월드아파트
425734.0,경기 안산시 본오3동 주공아파트
425735.0,경기 안산시 본오3동 태영아파트
425736.0,경기 안산시 사1동 늘푸른금강1차아파트  101 110동
425737.0,경기 안산시 사1동 상록마을삼보아파트
425738.0,경기 안산시 사1동 숲속마을요진1차아파트
425739.0,경기 안산시 사1동 고향마을주공1단지아파트  101 108동
425740.0,경기 안산시 사1동 푸른마을주공2단지아파트  201 206동
425741.0,경기 안산시 사1동 푸른마을주공3단지아파트  301 303동
425742.0,경기 안산시 사1동 푸른마을주공4단지아파트  401 406동
425743.0,경기 안산시 사1동 푸른마을주공5단지아파트  501 521동
425744.0,경기 안산시 사1동 한국해양연구소
425745.0,경기 안산시 사2동 본오1차아파트  101 106동
425746.0,경기 안산시 사2동 본오2차아파트  201 204동
425747.0,경기 안산시 사2동 선경아파트
425748.0,경기 안산시 사2동 신우아파트
425749.0,경기 안산시 사2동 요진아파트
425750.0,경기 안산시 사2동 욱일아파트
425751.0,경기 안산시 사2동 월드아파트
425752.0,경기 안산시 사2동 현대1차아파트  301 311동
425753.0,경기 안산시 사2동 현대2차아파트  401 411동
425754.0,경기 안산시 단원구 선부1동  주공6단지아파트 401∼432동
425755.0,경기 안산시 단원구 선부1동  주공7단지아파트 501∼513동
425756.0,경기 안산시 단원구 선부1동  주공8단지아파트 801∼809동
425757.0,경기 안산시 단원구 선부1동  주공11단지아파트 1101∼1126동
425758.0,경기 안산시 단원구 선부1동  주공12단지아파트 1201∼1209동
425759.0,경기 안산시 단원구 선부1동  주공13단지아파트 1301∼1415동
425760.0,경기 안산시 단원구 선부2동  주공9단지아파트 901∼910동
425761.0,경기 안산시 단원구 선부2동  주공10단지아파트 1001∼1019동
425762.0,경기 안산시 단원구 선부3동  공작한양아파트 101∼134동
425763.0,경기 안산시 단원구 선부3동  동명아파트 
425764.0,경기 안산시 단원구 선부3동  산호한양아파트 101∼109동
425765.0,경기 안산시 단원구 선부3동  수정한양아파트 201∼238동
425766.0,경기 안산시 단원구 선부3동  주공15단지아파트 1501∼1515동
425767.0,경기 안산시 성포동 선경아파트
425768.0,경기 안산시 성포동 예술인아파트
425769.0,경기 안산시 성포동 주공3단지아파트  301 323동
425770.0,경기 안산시 성포동 주공4단지아파트  401 408동
425771.0,경기 안산시 성포동 주공10단지아파트  1001 1015동
425772.0,경기 안산시 성포동 주공11단지아파트  1101 1133동
425773.0,경기 안산시 성포동 현대1차아파트
425774.0,경기 안산시 단원구 신길동  삼익아파트 
425775.0,경기 안산시 단원구 원곡2동  라성프라자 
425776.0,경기 안산시 단원구 원곡2동  보성프라자 
425777.0,경기 안산시 단원구 원곡2동  한화꿈에그린아파트 
425778.0,경기 안산시 단원구 원곡2동  벽산블루밍아파트 101∼126동
425779.0,경기 안산시 단원구 원곡2동  대우푸르지오8차아파트 
425780.0,경기 안산시 단원구 원곡동  원곡유통상가 
425781.0,경기 안산시 단원구 원곡1동  중소기업연수원 
425782.0,경기 안산시 단원구 원시동  이마트백화점 
425783.0,경기 안산시 단원구 원시동  지원종합상가 
425784.0,경기 안산시 단원구 원시동  지원회관빌딩 
425785.0,경기 안산시 월피동 주공1단지아파트  101 108동
425786.0,경기 안산시 월피동 주공2단지아파트  201 208동
425787.0,경기 안산시 월피동 주공3단지아파트  301 324동
425788.0,경기 안산시 월피동 한양아파트
425789.0,경기 안산시 월피동 현대2차아파트  201 218동
425790.0,경기 안산시 일동 한국가스공사
425791.0,경기 안산시 사1동 한양대학교
425792.0,경기 안산시 단원구 초지동  안산공과대학 
425793.0,경기 안산시 단원구 초지동  주공4단지아파트 301∼316동
425794.0,경기 안산시 단원구 초지동  주공5단지아파트 317∼327동
425795.0,경기 안산시 단원구 고잔동  네오빌주공아파트 601∼618동
425796.0,경기 안산시 단원구 고잔동  그린빌주공아파트 701∼711동
425797.0,경기 안산시 단원구 고잔동  그린빌주공아파트 801∼811동
425798.0,경기 안산시 단원구 고잔동  그린빌주공아파트 901∼912동
425799.0,경기 안산시 단원구 고잔동  푸르지오1차아파트 
425800.0,경기 안산시 단원구 고잔1동1∼510
425801.0,경기 안산시 단원구 고잔1동511∼514
425802.0,경기 안산시 단원구 고잔동678∼700
425803.0,경기 안산시 단원구 고잔1동570∼613
425804.0,경기 안산시 단원구 고잔1동614∼629
425805.0,경기 안산시 단원구 고잔2동630∼649
425806.0,경기 안산시 단원구 고잔1동650∼669
425807.0,경기 안산시 단원구 고잔동701∼721
425808.0,경기 안산시 본오2동 729 769번지
425809.0,경기 안산시 단원구 고잔동722∼764
425810.0,경기 안산시 본오3동 798 813번지
425811.0,경기 안산시 본오2동 814 827
425812.0,경기 안산시 본오1동 829 855
425813.0,경기 안산시 본오1동 856 870
425814.0,경기 안산시 본오2동 880-1 880-20
425815.0,경기 안산시 본오3동 872 879
425816.0,경기 안산시 본오1동 881 923
425817.0,경기 안산시 본오1동 924 990
425818.0,경기 안산시 본오3동 1100 1147
425819.0,경기 안산시 부곡동 1 639번지
425820.0,경기 안산시 부곡동 640 685
425821.0,경기 안산시 부곡동 686이상
425822.0,경기 안산시 사1동 1 1271번지
425823.0,경기 안산시 사1동 1347 1361
425824.0,경기 안산시 사2동 1362 1409
425825.0,경기 안산시 사2동 1410 1504
425826.0,경기 안산시 단원구 선부2동1∼400
425827.0,경기 안산시 단원구 선부1동960∼966
425828.0,경기 안산시 단원구 선부2동1002∼1042
425829.0,경기 안산시 단원구 선부2동1043∼1070
425830.0,경기 안산시 단원구 선부1동1071∼1075
425831.0,경기 안산시 단원구 선부3동1076
425832.0,경기 안산시 단원구 선부3동1097∼1145
425833.0,경기 안산시 단원구 성곡동1∼639
425834.0,경기 안산시 단원구 성곡동640∼649
425835.0,경기 안산시 단원구 성곡동650∼664
425836.0,경기 안산시 단원구 성곡동665∼740
425837.0,경기 안산시 성포동 1 737번지
425838.0,경기 안산시 단원구 신길동1∼1046
425839.0,경기 안산시 단원구 신길동1047∼1230
425840.0,경기 안산시 단원구 와동1∼400
425841.0,경기 안산시 단원구 와동500∼725
425842.0,경기 안산시 단원구 와동726∼769
425843.0,경기 안산시 단원구 와동770∼806
425844.0,경기 안산시 단원구 와동807∼1000
425845.0,경기 안산시 단원구 원곡동701∼779
425846.0,경기 안산시 단원구 원곡동780∼809
425847.0,경기 안산시 단원구 원곡1동810∼821
425848.0,경기 안산시 단원구 원곡동822∼827
425849.0,경기 안산시 단원구 원곡1동1∼700
425850.0,경기 안산시 단원구 원곡동940∼998
425851.0,경기 안산시 단원구 원시동1∼745
425852.0,경기 안산시 단원구 원시동746∼850
425853.0,경기 안산시 단원구 초지동674∼722
425854.0,경기 안산시 단원구 초지동726∼729
425855.0,경기 안산시 단원구 초지동732∼735
425856.0,경기 안산시 단원구 초지동740∼750
425857.0,경기 안산시 이동 521 721
425858.0,경기 안산시 일동 1 520번지
425859.0,경기 안산시 일동 521 601
425860.0,경기 안산시 일동 602 649
425861.0,경기 안산시 일동 650 667
425862.0,경기 안산시 단원구 초지동1∼400
425863.0,경기 안산시 단원구 초지동603∼604
425864.0,경기 안산시 단원구 초지동500∼602
425865.0,경기 안산시 단원구 초지동605∼610
425866.0,경기 안산시 단원구 초지동611∼673
425867.0,경기 안산시 단원구 초지동산1∼200
425868.0,경기 안산시 단원구 고잔2동515
425869.0,경기 안산시 단원구 고잔동  양지마을아파트 
425870.0,경기 안산시 단원구 고잔동  보네르빌리지아파트 
425873.0,경기 안산시 단원구 초지동  그린빌주공11단지 1101∼1114동
425874.0,경기 안산시 단원구 초지동  그린빌주공12단지 1201∼1212동
425875.0,경기 안산시 단원구 초지동  그린빌주공13단지 1301∼1320동
425876.0,경기 안산시 단원구 초지동  그린빌주공14단지 1401∼1416동
425877.0,경기 안산시 단원구 초지동  그린빌주공15단지 1501∼1515동
425878.0,경기 안산시 단원구 초지동  그린빌주공16단지 1601∼1617동
425879.0,경기 안산시 단원구 초지동  그린빌주공17단지 1701∼1716동
425880.0,경기 안산시 단원구 초지동  그린빌주공18단지 1801∼1827동
425881.0,경기 안산시 단원구 초지동  호수마을아파트 
425882.0,경기 안산시 단원구 고잔동  호수공원대림아파트 
425900.0,경기 안산시 단원구 초지동  단원구청 
425901.0,경기 안산시 단원구 고잔동  푸르지오아파트 301∼316동
425902.0,경기 안산시 단원구 고잔동  푸르지오아파트 401∼413동
425903.0,경기 안산시 단원구 고잔동  푸르지오아파트 501∼515동
425904.0,경기 안산시 단원구 고잔동  단원마을아파트 
425905.0,경기 안산시 단원구 초지동  행복한마을아파트 
425906.0,경기 안산시 단원구 고잔동765∼1000
425907.0,경기 안산시 단원구 원곡2동846
425908.0,경기 안산시 단원구 원곡2동  경남아너스빌아파트 
426040.0,경기 안산시 상록구 성포동
426050.0,경기 안산시 상록구 양상동
426060.0,경기 안산시 상록구 부곡동
426070.0,경기 안산시 상록구 월피동
426150.0,경기 안산시 상록구 일동
426160.0,경기 안산시 상록구 이동
426170.0,경기 안산시 상록구 사동
426171.0,경기 안산시 상록구 사1동
426172.0,경기 안산시 상록구 사2동
426173.0,경기 안산시 상록구 사3동
426180.0,경기 안산시 상록구 본오동
426181.0,경기 안산시 상록구 본오1동
426182.0,경기 안산시 상록구 본오2동
426183.0,경기 안산시 상록구 본오3동
426190.0,경기 안산시 상록구 팔곡이동
426200.0,경기 안산시 상록구 팔곡일동
426210.0,경기 안산시 상록구 건건동
426220.0,경기 안산시 상록구 사사동
426400.0,경기 안산시 상록구 수암동
426410.0,경기 안산시 상록구 장상동
426420.0,경기 안산시 상록구 장하동
426701.0,경기 안산시 상록구 일동  안산1대학 
426703.0,경기 안산시 상록구 사1동  안산상록경찰서 
426706.0,경기 안산시 상록구 건건동  서해아파트 
426707.0,경기 안산시 상록구 건건동  건건e편한세상아파트 101∼119동
426729.0,경기 안산시 상록구 본오2동  신안1차아파트 101∼127동
426730.0,경기 안산시 상록구 본오2동  한양아파트 
426731.0,경기 안산시 상록구 본오3동  신안2차아파트 201∼210동
426732.0,경기 안산시 상록구 본오3동  우성아파트 
426733.0,경기 안산시 상록구 본오3동  월드아파트 
426734.0,경기 안산시 상록구 본오3동  주공아파트 
426735.0,경기 안산시 상록구 본오3동  태영아파트 
426736.0,경기 안산시 상록구 사1동  늘푸른아파트 101∼110동
426737.0,경기 안산시 상록구 사3동  상록마을아파트 101∼107동
426738.0,경기 안산시 상록구 사3동  숲속마을아파트 101∼108동
426739.0,경기 안산시 상록구 사1동  고향마을주공1단지아파트 101∼108동
426740.0,경기 안산시 상록구 사1동  푸른마을주공2단지아파트 201∼206동
426741.0,경기 안산시 상록구 사1동  푸른마을주공3단지아파트 301∼303동
426742.0,경기 안산시 상록구 사1동  푸른마을주공4단지아파트 401∼406동
426743.0,경기 안산시 상록구 사1동  푸른마을주공5단지아파트 501∼521동
426744.0,경기 안산시 상록구 사2동  한국해양연구원 
426745.0,경기 안산시 상록구 사2동  본오1차아파트 101∼106동
426746.0,경기 안산시 상록구 사2동  본오2차아파트 201∼204동
426747.0,경기 안산시 상록구 사2동  선경아파트 
426748.0,경기 안산시 상록구 사2동  신우아파트 
426749.0,경기 안산시 상록구 사2동  요진아파트 
426750.0,경기 안산시 상록구 사2동  욱일아파트 
426751.0,경기 안산시 상록구 사2동  월드아파트 
426752.0,경기 안산시 상록구 사2동  현대1차아파트 301∼311동
426753.0,경기 안산시 상록구 사2동  현대2차아파트 401∼411동
426767.0,경기 안산시 상록구 성포동  선경아파트 
426768.0,경기 안산시 상록구 성포동  예술인아파트 
426769.0,경기 안산시 상록구 성포동  주공3단지아파트 301∼323동
426770.0,경기 안산시 상록구 성포동  주공4단지아파트 401∼408동
426771.0,경기 안산시 상록구 성포동  주공10단지아파트 1001∼1015동
426772.0,경기 안산시 상록구 성포동  주공11단지아파트 1101∼1133동
426773.0,경기 안산시 상록구 성포동  현대1차아파트 
426785.0,경기 안산시 상록구 월피동  주공1단지아파트 101∼108동
426786.0,경기 안산시 상록구 월피동  주공2단지아파트 201∼208동
426787.0,경기 안산시 상록구 월피동  주공3단지아파트 301∼324동
426788.0,경기 안산시 상록구 월피동  한양아파트 
426789.0,경기 안산시 상록구 월피동  현대2차아파트 201∼218동
426790.0,경기 안산시 상록구 일동  한국가스공사 
426791.0,경기 안산시 상록구 사3동  한양대학교 
426807.0,경기 안산시 상록구 본오1동1∼727
426808.0,경기 안산시 상록구 본오2동728∼769
426809.0,경기 안산시 상록구 본오2동770∼797
426810.0,경기 안산시 상록구 본오3동798∼813
426811.0,경기 안산시 상록구 본오2동814∼827
426812.0,경기 안산시 상록구 본오1동829∼855
426813.0,경기 안산시 상록구 본오1동856∼870
426814.0,경기 안산시 상록구 본오2동8711∼20
426815.0,경기 안산시 상록구 본오3동872∼879
426816.0,경기 안산시 상록구 본오1동881∼923
426817.0,경기 안산시 상록구 본오1동1148∼1200
426818.0,경기 안산시 상록구 본오3동1100∼1147
426819.0,경기 안산시 상록구 부곡동1∼639
426820.0,경기 안산시 상록구 부곡동640∼685
426821.0,경기 안산시 상록구 부곡동686∼712
426822.0,경기 안산시 상록구 사1동1181∼1269
426823.0,경기 안산시 상록구 사1동1274∼1341
426824.0,경기 안산시 상록구 사2동1342∼1346
426825.0,경기 안산시 상록구 사2동1031
426829.0,경기 안산시 상록구 부곡동713∼1000
426837.0,경기 안산시 상록구 성포동1∼737
426853.0,경기 안산시 상록구 월피동1∼448
426854.0,경기 안산시 상록구 월피동449∼480
426855.0,경기 안산시 상록구 월피동481∼540
426856.0,경기 안산시 상록구 이동1∼520
426857.0,경기 안산시 상록구 이동551∼620
426858.0,경기 안산시 상록구 일동1∼520
426859.0,경기 안산시 상록구 일동521∼601
426860.0,경기 안산시 상록구 일동602∼649
426861.0,경기 안산시 상록구 일동650∼667
426862.0,경기 안산시 상록구 이동621∼690
426863.0,경기 안산시 상록구 이동691∼730
426871.0,경기 안산시 상록구 이동  그린빌주공10단지 1001∼1005동
426872.0,경기 안산시 상록구 이동  푸르지오2차아파트 201∼209동
426894.0,경기 안산시 상록구 사1동1515∼1552
426895.0,경기 안산시 상록구 사3동1510∼1514
426896.0,경기 안산시 상록구 사3동1∼1030
426900.0,경기 안산시 상록구 사1동  상록구청 
426901.0,경기 안산시 상록구 사3동  경기테크노파크 
426906.0,경기 안산시 상록구 사3동  푸르지오아파트 601∼623동
426907.0,경기 안산시 상록구 사3동  푸르지오아파트 701∼718동
426908.0,경기 안산시 상록구 사2동  농업기반공사농어촌연구원 
426909.0,경기 안산시 상록구 사3동  푸르지오아파트 901∼910동
426910.0,경기 안산시 상록구 사3동12711∼20
427000.0,경기도 과천시
427010.0,경기 과천시 중앙동
427020.0,경기 과천시 관문동
427030.0,경기 과천시 원문동
427040.0,경기 과천시 별양동
427050.0,경기 과천시 부림동
427060.0,경기 과천시 과천동
427070.0,경기 과천시 주암동
427080.0,경기 과천시 막계동
427090.0,경기 과천시 문원동
427100.0,경기 과천시 갈현동
427600.0,경기 과천시 과천우체국사서함
427701.0,경기 과천시 막계동  국립현대미술관 
427702.0,경기 과천시 막계동  서울대공원 
427703.0,경기 과천시 막계동  서울랜드 
427704.0,경기 과천시 별양동  교보빌딩 
427705.0,경기 과천시 별양동  뉴코아 
427706.0,경기 과천시 별양동  삼성데이타 
427707.0,경기 과천시 별양동  유니온빌딩 
427708.0,경기 과천시 별양동  주공아파트 601∼647동
427709.0,경기 과천시 별양동  코오롱 
427710.0,경기 과천시 주암동  정보통신정책연구원 
427711.0,경기 과천시 주암동  한국마사회 
427712.0,경기 과천시 중앙동  국토해양부 
427713.0,경기 과천시 중앙동 공정거래위원회
427714.0,경기 과천시 중앙동  과천시청 
427715.0,경기 과천시 중앙동 과학기술부
427716.0,경기 과천시 중앙동  기술표준원 
427717.0,경기 과천시 중앙동 국제심판소
427718.0,경기 과천시 중앙동  노동부 
427719.0,경기 과천시 중앙동  농수산식품부 
427720.0,경기 과천시 중앙동  법무부 
427721.0,경기 과천시 중앙동 보건복지부
427722.0,경기 과천시 중앙동 비상기획위원회
427723.0,경기 과천시 중앙동  지식경제부 
427724.0,경기 과천시 중앙동  서울지방중소기업청 
427725.0,경기 과천시 중앙동  기획재정부 
427726.0,경기 과천시 중앙동  중앙공무원교육원 
427727.0,경기 과천시 중앙동  중앙선거관리위원회 
427728.0,경기 과천시 중앙동 중앙토지수용위원회
427729.0,경기 과천시 중앙동  환경부 
427730.0,경기 과천시 별양동  주공아파트 301∼307동
427731.0,경기 과천시 별양동  주공아파트 401∼410동
427732.0,경기 과천시 별양동  주공아파트 501∼507동
427733.0,경기 과천시 별양동  주공아파트 701∼711동
427734.0,경기 과천시 부림동  주공아파트 712∼735동
427735.0,경기 과천시 부림동  주공아파트 801∼812동
427736.0,경기 과천시 부림동  주공아파트 901∼917동
427737.0,경기 과천시 중앙동  래미안에코팰리스아파트 1101∼1112동
427738.0,경기 과천시 원문동  주공아파트 201∼231동
427739.0,경기 과천시 원문동  래미안슈르아파트 301∼348동
427740.0,경기 과천시 중앙동  주공아파트 101∼139동
427741.0,경기 과천시 중앙동  주공아파트 1001∼1026동
427800.0,경기 과천시 별양동1∼6
427801.0,경기 과천시 별양동7∼16
427802.0,경기 과천시 별양동17∼53
427803.0,경기 과천시 부림동11∼40
427804.0,경기 과천시 부림동41∼49
427805.0,경기 과천시 중앙동1∼35
427806.0,경기 과천시 중앙동36∼100
427817.0,경기 과천시 부림동50∼71
429000.0,경기도 시흥시
429010.0,경기 시흥시 대야동
429020.0,경기 시흥시 신천동
429030.0,경기 시흥시 방산동
429040.0,경기 시흥시 포동
429050.0,경기 시흥시 미산동
429060.0,경기 시흥시 은행동
429070.0,경기 시흥시 안현동
429080.0,경기 시흥시 매화동
429090.0,경기 시흥시 도창동
429100.0,경기 시흥시 금이동
429110.0,경기 시흥시 무지내동
429120.0,경기 시흥시 과림동
429130.0,경기 시흥시 계수동
429230.0,경기 시흥시 화정동
429240.0,경기 시흥시 능곡동
429250.0,경기 시흥시 하중동
429251.0,경기 시흥시 하중동810∼854
429252.0,경기 시흥시 하중동855∼880
429260.0,경기 시흥시 광석동
429270.0,경기 시흥시 하상동
429280.0,경기 시흥시 물왕동
429290.0,경기 시흥시 산현동
429300.0,경기 시흥시 조남동
